latitude,longitude,elevation,gravity
-25.88211,28.10632,1454.2,978574.88
-25.20908,28.10841,1029.0,978630.94
-25.16158,28.11829,1020.3,978627.5
-25.44487,28.12502,1143.0,978647.31
-25.00412,28.12511,1114.2,978601.63
-25.06532,28.13586,1093.5,978609.5
-25.33096,28.13788,1068.2,978639.19
-25.95522,28.14029,1512.6,978564.5
-25.71712,28.14319,1286.4,978630.94
-25.62814,28.14401,1242.3,978656.62
-25.79298,28.14781,1482.6,978578.38
-25.39183,28.15384,1094.5,978648.62
-25.26521,28.15547,1034.4,978642.19
-25.53993,28.15816,1281.8,978638.44
-25.24406,28.16045,1032.0,978642.0
-25.47287,28.16113,1152.0,978645.44
-25.6767,28.16565,1262.4,978640.94
-25.12445,28.16946,1025.9,978627.31
-25.20828,28.17303,1036.0,978636.87
-25.16698,28.1797,1024.0,978633.87
-25.0153,28.18211,1066.0,978614.69
-25.83813,28.1828,1435.5,978585.69
-25.752,28.19,1337.0,978615.3
-25.0687,28.19034,1057.0,978619.12
-25.43193,28.19218,1149.0,978639.12
-25.98354,28.19936,1525.6,978561.94
-25.62183,28.20633,1206.3,978668.5
-25.32185,28.2077,1060.6,978639.94
-25.37659,28.21205,1101.8,978639.25
-25.28435,28.21922,1048.4,978641.62
-25.54289,28.22092,1175.1,978655.87
-25.87738,28.22337,1445.4,978583.0
-25.22034,28.22435,1048.0,978645.06
-25.89619,28.22443,1446.3,978584.75
-25.84972,28.2282,1470.3,978580.31
-25.46738,28.22874,1157.6,978641.87
-25.16472,28.23705,1030.0,978642.44
-25.82571,28.24142,1498.1,978576.56
-25.09325,28.24496,1068.0,978621.37
-25.04996,28.25999,1062.0,978622.44
-25.58092,28.26752,1190.2,978659.12
-25.71458,28.27155,1300.6,978626.56
-25.00407,28.27374,1074.3,978621.87
-25.92909,28.27469,1524.7,978573.69
-25.87244,28.28122,1470.3,978583.56
-25.33926,28.28326,1059.7,978645.06
-25.40198,28.28345,1084.5,978648.5
-25.28105,28.28888,1050.6,978644.69
-25.16357,28.28986,1053.5,978641.75
-25.76732,28.29095,1359.6,978607.44
-25.22655,28.29362,1038.8,978656.44
-25.82787,28.29564,1496.4,978579.56
-25.45937,28.29942,1115.7,978646.56
-25.12648,28.30331,1076.4,978626.87
-25.06535,28.31578,1088.2,978626.19
-25.95842,28.32301,1558.6,978565.31
-25.32195,28.33066,1070.0,978647.25
-25.54668,28.3327,1141.9,978640.81
-25.71764,28.33624,1316.5,978622.25
-25.67197,28.33875,1269.8,978635.37
-25.28062,28.3419,1050.3,978646.75
-25.89565,28.34445,1539.3,978572.69
-25.38229,28.34525,1100.6,978644.44
-25.0143,28.34653,1094.2,978623.44
-25.44032,28.35431,1177.0,978628.37
-25.19284,28.35732,1064.5,978631.69
-25.81694,28.35751,1471.1,978588.06
-25.11726,28.37074,1093.1,978621.75
-25.0695,28.37395,1089.2,978633.87
-25.24049,28.39067,1078.7,978636.06
-25.53625,28.39479,1227.6,978617.12
-25.86903,28.39595,1557.4,978575.25
-25.65833,28.39896,1269.4,978632.56
-25.97581,28.3997,1590.3,978565.13
-25.32645,28.40329,1103.4,978638.94
-25.60559,28.40492,1212.8,978634.81
-25.00507,28.40906,1072.8,978623.62
-26.0,28.41833,1603.23,978561.32
-25.18625,28.41843,1089.9,978620.87
-25.28397,28.41925,1096.3,978636.0
-25.44144,28.42059,1144.0,978634.5
-25.58418,28.42319,1239.0,978623.62
-25.39441,28.42937,1115.6,978639.81
-25.11243,28.44212,1059.0,978623.44
-25.73366,28.44395,1343.7,978616.19
-25.53917,28.44472,1218.2,978621.62
-25.84962,28.44655,1374.7,978615.31
-25.21806,28.45802,1073.2,978627.37
-25.6833,28.45992,1381.2,978608.5
-25.94186,28.46085,1615.7,978567.81
-25.34717,28.46175,1163.0,978627.25
-25.28355,28.46715,1050.5,978642.06
-25.0658,28.46767,1045.3,978624.31
-25.6311,28.46815,1308.2,978616.87
-25.01183,28.47478,1050.1,978618.19
-25.1685,28.47961,1073.5,978623.62
-25.45168,28.48305,1177.0,978625.94
-25.77643,28.48882,1483.4,978593.56
-25.73001,28.49174,1392.4,978608.94
-25.10777,28.49591,1045.5,978622.62
-25.97562,28.50121,1577.2,978577.19
-25.53229,28.50356,1321.2,978601.63
-25.58504,28.51183,1329.2,978611.94
-25.81731,28.51593,1508.9,978594.31
-25.23193,28.51698,1054.5,978631.12
-25.91139,28.52074,1514.0,978594.25
-25.27972,28.5248,1195.0,978612.44
-25.01753,28.52885,1041.0,978614.56
-25.16946,28.53236,1027.4,978630.56
-25.48099,28.53862,1293.0,978605.06
-25.68594,28.54082,1459.0,978597.25
-25.37096,28.54236,1137.4,978626.37
-25.09573,28.54619,1058.2,978618.75
-25.91476,28.55167,1502.2,978596.13
-25.77586,28.55286,1477.2,978600.69
-25.3221,28.55611,1195.9,978607.5
-25.63831,28.56071,1375.8,978608.0
-25.10928,28.5609,1030.5,978619.75
-25.23845,28.56635,1062.0,978628.06
-25.05605,28.5688,1015.1,978618.12
-25.54112,28.57458,1264.5,978612.19
-25.58987,28.58162,1328.6,978604.5
-25.00533,28.58189,1027.8,978609.88
-25.83536,28.58347,1454.0,978606.0
-25.85909,28.58527,1516.0,978595.13
-25.1757,28.59367,1000.7,978628.75
-25.72002,28.59795,1475.8,978594.81
-25.00801,28.60246,1018.0,978609.31
-25.47177,28.60896,1239.9,978621.31
-25.39981,28.61366,1252.0,978600.63
-25.64481,28.61671,1362.6,978611.06
-25.34305,28.62424,1205.3,978603.63
-25.23369,28.63078,1006.4,978634.69
-25.27931,28.6329,1049.9,978627.75
-25.10992,28.63332,1010.0,978617.75
-25.05789,28.63446,991.8,978619.94
-25.52766,28.6362,1365.2,978588.69
-25.76437,28.63863,1484.5,978595.69
-25.02795,28.63901,1019.4,978606.81
-25.98538,28.64351,1493.2,978609.69
-25.69852,28.64807,1504.0,978586.31
-25.93622,28.65039,1455.3,978615.19
-25.83633,28.65201,1427.5,978615.0
-25.57227,28.65929,1386.2,978592.75
-25.46072,28.66113,1345.5,978586.06
-25.1767,28.67142,985.5,978626.25
-25.24527,28.68063,1021.9,978629.25
-25.92422,28.68452,1440.9,978619.25
-25.12886,28.68578,984.0,978620.56
-25.66121,28.69337,1424.8,978602.13
-25.40787,28.69435,1240.6,978593.38
-25.33644,28.69534,1256.5,978584.56
-25.53595,28.6962,1359.4,978589.63
-25.4567,28.71687,1405.2,978561.88
-25.59323,28.71822,1415.6,978600.38
-25.83577,28.72064,1396.7,978621.19
-25.07355,28.72214,972.1,978620.69
-25.88612,28.72276,1435.0,978618.5
-25.74481,28.72331,1439.9,978602.25
-25.00735,28.72644,1013.0,978603.06
-25.28276,28.72789,1228.2,978584.88
-25.20903,28.7287,989.6,978625.06
-25.96388,28.72981,1480.8,978617.44
-25.40129,28.74933,1388.0,978556.5
-25.63521,28.7607,1430.6,978600.19
-25.32399,28.76289,1200.0,978589.06
-25.16202,28.76425,946.0,978625.5
-25.13165,28.76575,957.4,978625.12
-25.28824,28.76787,1155.1,978597.94
-25.69083,28.77075,1460.3,978596.06
-25.56808,28.77475,1442.0,978577.94
-25.05659,28.77701,975.3,978617.87
-25.47455,28.77991,1430.8,978553.81
-25.99124,28.78389,1519.2,978627.62
-25.1044,28.78854,947.7,978625.62
-25.80629,28.7905,1368.2,978618.06
-25.90955,28.79375,1481.7,978613.38
-25.01395,28.79904,1005.7,978604.06
-25.35629,28.80284,1432.7,978546.88
-25.27422,28.80435,1084.8,978611.38
-25.85034,28.80991,1417.8,978614.0
-25.65451,28.82085,1400.0,978607.81
-25.4137,28.82333,1409.3,978551.38
-25.0638,28.82713,969.6,978617.5
-25.73824,28.82796,1469.0,978581.63
-25.17337,28.83269,955.0,978623.87
-25.46098,28.83537,1363.4,978565.13
-25.54314,28.83626,1437.9,978561.19
-25.5957,28.83708,1436.3,978580.63
-25.95915,28.84715,1444.4,978626.94
-25.21979,28.8486,1083.7,978608.06
-25.81143,28.85156,1369.9,978602.69
-25.71442,28.86279,1414.7,978594.06
-25.02509,28.86336,969.8,978615.31
-25.10991,28.86584,934.7,978625.81
-25.50462,28.8708,1419.0,978554.38
-25.89038,28.88696,1426.9,978606.88
-25.7628,28.88936,1484.3,978574.25
-25.82732,28.89302,1392.6,978595.06
-25.34688,28.89394,1302.6,978571.94
-25.62439,28.89397,1413.0,978588.25
-25.18031,28.89561,1024.8,978615.0
-25.45576,28.90227,1320.5,978572.19
-25.07349,28.90314,943.0,978622.62
-25.98141,28.91261,1536.3,978611.0
-25.55746,28.91489,1378.1,978569.0
-25.40913,28.91582,1283.7,978575.5
-25.67017,28.92822,1364.7,978607.38
-25.12009,28.93027,949.1,978623.37
-25.33099,28.94247,1316.0,978572.19
-25.89345,28.94354,1548.2,978575.0
-25.01794,28.94566,1005.5,978607.13
-25.70781,28.96748,1307.7,978620.31
-25.28749,28.96875,1314.7,978576.06
-25.07893,28.97148,961.6,978619.69
-25.19623,28.97427,1018.5,978628.0
-25.5509,28.98364,1373.2,978567.88
-25.61115,28.98376,1220.2,978613.0
-25.83623,28.98949,1421.9,978601.38
-25.13257,28.99199,943.9,978630.62
-25.34692,28.99252,1182.1,978605.69
-25.4153,28.99301,1262.1,978587.56
-25.95673,28.99583,1536.2,978598.38
-25.20917,29.01556,1004.3,978634.36
-25.93806,29.01971,1488.5,978602.63
-25.77444,29.02417,1378.0,978609.17
-25.61221,29.02972,1201.8,978613.03
-25.07222,29.03806,943.7,978627.31
-25.70528,29.045,1436.0,978590.75
-25.31,29.04584,1080.0,978628.11
-25.82417,29.04861,1480.2,978593.67
-25.53027,29.05057,1280.2,978585.41
-25.42278,29.06223,1359.0,978571.54
-25.47139,29.06361,1499.6,978544.45
-25.97833,29.06528,1557.9,978606.0
-25.88306,29.06805,1522.0,978594.51
-25.64833,29.07056,1558.6,978553.72
-25.29195,29.07056,1036.0,978636.09
-25.20557,29.07556,1053.7,978624.98
-25.35806,29.07639,1204.8,978601.52
-25.11945,29.08917,926.6,978640.2
-25.79111,29.09056,1497.2,978589.21
-25.0386,29.09889,936.1,978636.32
-25.58583,29.1039,1200.1,978606.48
-25.52667,29.10973,1279.6,978590.93
-25.92722,29.11362,1541.9,978605.98
-25.64278,29.11722,1503.0,978564.14
-25.87473,29.1311,1488.7,978607.72
-25.71584,29.13972,1413.3,978596.55
-25.10861,29.14667,940.6,978641.49
-25.21306,29.1489,1047.0,978628.84
-25.43889,29.15527,1450.8,978567.45
-25.79807,29.15582,1529.0,978586.4
-25.15833,29.15833,1014.8,978631.22
-25.06029,29.16472,916.6,978649.32
-25.60667,29.16972,1211.9,978616.24
-25.68443,29.17389,1376.3,978601.4
-25.28111,29.1825,1005.0,978642.61
-25.92751,29.18944,1545.3,978606.46
-25.21167,29.2075,950.0,978649.43
-25.86722,29.20805,1571.5,978583.7
-25.03082,29.20917,910.9,978652.74
-25.71056,29.21194,1453.1,978594.56
-25.42612,29.21222,1447.6,978566.39
-25.47833,29.21222,1388.7,978579.21
-25.51833,29.21918,1079.0,978638.7
-25.79916,29.22417,1508.6,978591.88
-25.9675,29.22778,1580.5,978608.96
-25.30806,29.24139,1075.2,978637.28
-25.31889,29.25751,1091.3,978636.5
-25.9586,29.25751,1520.2,978616.51
-25.57556,29.27472,1470.2,978580.09
-25.82333,29.2775,1429.5,978614.92
-25.2114,29.28972,946.2,978652.6
-25.11,29.29527,943.6,978649.9
-25.02,29.3,916.1,978667.67
-25.36861,29.31667,1022.0,978663.27
-25.15862,29.32916,904.2,978667.23
-25.27556,29.32973,1060.7,978649.35
-25.72749,29.33333,1499.0,978599.48
-25.90833,29.33972,1525.7,978611.42
-25.64471,29.34111,1457.8,978598.65
-25.97139,29.35139,1589.9,978608.99
-25.81583,29.35806,1504.9,978608.87
-25.55528,29.35861,1511.5,978576.04
-25.40417,29.36833,967.8,978674.04
-25.82111,29.38222,1567.3,978598.12
-25.92027,29.38528,1570.7,978609.18
-25.09193,29.38693,951.9,978653.18
-25.01418,29.39667,886.0,978665.25
-25.89194,29.39694,1530.5,978614.2
-25.85777,29.39799,1484.1,978618.15
-25.58722,29.39833,1540.6,978577.04
-25.47639,29.40028,1280.5,978615.61
-25.53972,29.41028,1572.1,978566.89
-25.29723,29.41083,928.3,978684.45
-25.69861,29.41139,1396.5,978621.29
-25.15833,29.42194,905.6,978673.13
-25.37582,29.44278,1006.8,978672.23
-25.66417,29.44861,1480.5,978605.51
-25.25444,29.4525,969.0,978684.58
-25.77722,29.45332,1492.0,978614.2
-25.85611,29.46111,1589.7,978600.81
-25.73334,29.46388,1481.1,978614.23
-25.1011,29.46556,1019.9,978648.11
-25.32832,29.46667,1082.0,978652.62
-25.44444,29.46806,1105.07,978649.41
-25.2114,29.47139,958.0,978674.17
-25.92027,29.47694,1601.9,978610.63
-25.54167,29.47778,1398.0,978606.52
-25.98056,29.48,1594.6,978618.97
-25.62138,29.49306,1571.3,978584.72
-25.4375,29.50111,1141.0,978646.7
-25.05444,29.50444,1294.0,978594.54
-25.72749,29.50999,1563.9,978598.24
-25.85973,29.51306,1586.0,978604.22
-25.53416,29.52417,1437.1,978604.98
-25.3,29.53278,1165.3,978634.24
-25.43639,29.53471,1105.0,978658.05
-25.17528,29.53778,1015.5,978669.48
-25.59332,29.5414,1590.7,978582.41
-25.0125,29.54388,1392.5,978576.77
-25.76971,29.55583,1522.2,978610.45
-25.65222,29.56029,1559.3,978596.85
-25.91139,29.56084,1630.7,978607.44
-25.9675,29.56194,1601.3,978625.51
-25.36389,29.57639,1174.4,978649.93
-25.85306,29.58057,1582.5,978610.5
-25.19611,29.59639,1084.6,978658.54
-25.25833,29.59944,1175.0,978628.7
-25.43806,29.61221,1195.5,978645.08
-25.59528,29.62306,1501.6,978609.46
-25.54556,29.62556,1495.0,978602.17
-25.34029,29.62862,1234.3,978633.11
-25.72528,29.62971,1626.6,978594.68
-25.90778,29.63638,1571.9,978629.0
-25.77667,29.63693,1618.2,978601.44
-25.0125,29.64194,1523.2,978560.27
-25.29083,29.64833,1179.5,978638.53
-25.65723,29.65388,1653.6,978587.05
-25.84889,29.66055,1620.6,978610.67
-25.42332,29.66528,1575.2,978574.25
-25.55472,29.67612,1621.1,978586.92
-25.96472,29.67612,1603.2,978638.13
-25.20389,29.67751,1200.9,978644.57
-25.59721,29.68889,1647.5,978587.83
-25.71832,29.69861,1710.0,978580.4
-25.78694,29.69888,1632.7,978594.8
-25.64528,29.70889,1663.0,978590.72
-25.91251,29.71918,1607.8,978627.56
-25.05779,29.72166,1748.1,978527.34
-25.84889,29.73361,1610.5,978609.44
-25.11,29.73582,1726.0,978537.95
-25.34583,29.73639,1348.0,978624.77
-25.51723,29.73778,1722.0,978565.51
-25.60361,29.74611,1756.5,978574.85
-25.47083,29.74973,1829.7,978536.56
-25.62889,29.75694,1703.6,978585.78
-25.35306,29.76418,1401.2,978614.47
-25.78778,29.76611,1689.9,978583.96
-25.6936,29.77083,1730.1,978579.63
-25.17027,29.77139,1671.3,978563.5
-25.93472,29.77499,1663.8,978619.35
-25.42889,29.78082,1768.0,978550.7
-25.50833,29.78583,1809.0,978554.02
-25.73694,29.79167,1740.5,978578.65
-25.4761,29.79417,1793.0,978554.15
-25.29222,29.80305,1471.7,978603.26
-25.87193,29.80888,1695.6,978598.29
-25.06694,29.81139,995.6,978694.51
-25.7025,29.82639,1679.0,978593.14
-25.75221,29.83806,1670.9,978581.58
-25.6525,29.84444,1599.3,978607.37
-25.04195,29.84444,935.5,978706.14
-25.52722,29.84583,1621.8,978600.63
-25.23778,29.84833,1500.7,978593.45
-25.58611,29.85361,1589.0,978608.7
-25.80888,29.85361,1723.0,978573.37
-25.25639,29.8539,1473.0,978594.92
-25.3661,29.85611,1506.4,978579.92
-25.99194,29.85667,1700.2,978598.95
-25.43167,29.86028,1480.8,978593.69
-25.92444,29.86057,1721.2,978588.07
-25.10918,29.86722,1080.0,978672.58
-25.6936,29.89389,1610.6,978577.07
-25.47667,29.89833,1596.4,978566.0
-25.20111,29.90306,1443.1,978593.52
-25.84,29.90388,1728.0,978568.2
-25.00166,29.91528,931.6,978694.11
-25.35861,29.91806,1566.1,978560.74
-25.29361,29.91917,1577.2,978558.74
-25.79083,29.92056,1821.6,978538.56
-25.63834,29.92583,1633.7,978560.43
-25.54028,29.92889,1572.8,978565.69
-25.7439,29.94333,1825.9,978527.18
-25.61362,29.94444,1603.5,978560.13
-25.12444,29.94583,1367.3,978604.38
-25.23418,29.95111,1538.0,978564.64
-25.94943,29.95694,1705.5,978578.81
-25.85556,29.96388,1733.2,978562.04
-25.68083,29.96556,1855.2,978510.95
-25.56639,29.98334,1947.0,978486.92
-25.31139,29.99083,1791.0,978509.39
-25.75778,29.99417,1884.5,978514.2
-25.355,29.99693,1913.0,978483.19
-25.51193,30.00751,2000.8,978470.59
-25.60777,30.00751,1855.7,978507.29
-25.14333,30.01418,1692.0,978529.53
-25.97722,30.01639,1650.7,978578.07
-25.57249,30.02278,1951.8,978484.52
-25.28583,30.03389,1848.2,978492.9
-25.22194,30.03555,1778.9,978507.7
-25.46445,30.04916,1872.5,978495.79
-25.70583,30.05472,1921.5,978501.18
-25.37193,30.0564,2144.0,978440.05
-25.91251,30.05861,1743.3,978553.56
-25.1675,30.06694,1794.8,978506.44
-25.52306,30.06805,1963.9,978481.25
-25.64528,30.07111,1939.7,978493.84
-25.96361,30.08556,1546.0,978587.48
-25.23167,30.09222,1857.6,978490.68
-25.30528,30.09833,2110.7,978441.27
-25.76193,30.09862,1837.7,978522.07
-25.81528,30.1039,1803.0,978535.15
-25.72945,30.13055,1845.1,978515.68
-25.895,30.13083,1516.0,978591.94
-25.4575,30.13167,1900.3,978489.79
-25.56139,30.13667,1907.7,978494.62
-25.32306,30.14861,2105.0,978443.51
-25.04778,30.16556,1470.1,978555.26
-25.81389,30.16943,1667.7,978559.78
-25.94528,30.17223,1574.0,978574.65
-25.11333,30.17444,1678.0,978515.02
-25.15944,30.17612,1758.0,978501.21
-25.64861,30.18111,1700.0,978540.8
-25.4575,30.18222,1713.6,978524.87
-25.2086,30.18777,1853.0,978485.49
-25.56111,30.20833,1803.6,978517.59
-25.30833,30.21693,1896.0,978481.23
-25.04028,30.22417,1524.7,978528.92
-25.37889,30.22667,1658.9,978532.16
-25.89694,30.23473,1452.0,978595.04
-25.22556,30.23557,1872.2,978478.63
-25.71832,30.23582,1594.3,978563.45
-25.77499,30.23639,1701.0,978547.1
-25.98361,30.23778,1735.0,978537.92
-25.81639,30.23889,1562.0,978578.13
-25.65443,30.24417,1565.0,978565.09
-25.17307,30.245,1767.0,978494.27
-25.11333,30.24638,1711.0,978497.22
-25.43417,30.25833,1290.7,978603.66
-25.61972,30.26418,1604.1,978556.6
-25.85333,30.265,1764.6,978538.42
-25.92278,30.26582,1471.0,978588.69
-25.67111,30.27139,1591.0,978557.42
-25.05943,30.27806,1524.0,978522.83
-25.96556,30.2825,1798.6,978523.89
-25.23611,30.28416,1611.6,978523.62
-25.645,30.28722,1496.3,978574.02
-25.19139,30.2886,1825.0,978478.55
-25.76778,30.29195,1815.8,978521.45
-25.10445,30.29388,1787.0,978475.11
-25.57693,30.295,1681.0,978540.55
-25.51917,30.29778,1676.5,978537.09
-25.01222,30.30194,1216.0,978572.47
-25.73167,30.31694,1865.5,978508.5
-25.22833,30.34528,1556.4,978530.93
-25.77528,30.34778,1712.4,978536.82
-25.44194,30.34862,1317.0,978603.25
-25.3064,30.34972,1293.0,978591.56
-25.37111,30.36833,1168.7,978625.75
-25.08444,30.3725,1516.4,978519.72
-25.25555,30.37389,1361.0,978569.64
-25.02444,30.38055,1481.7,978527.01
-25.33501,30.39307,1191.0,978616.26
-25.7289,30.39722,1947.0,978492.21
-25.53168,30.39833,1823.2,978506.27
-25.30861,30.40111,1224.8,978604.44
-25.37971,30.40138,1150.4,978630.54
-25.46777,30.40167,1307.9,978603.16
-25.00667,30.40361,1375.7,978544.99
-25.94888,30.40472,1666.0,978539.72
-25.22528,30.40639,1522.8,978530.7
-25.81528,30.41,1251.6,978629.08
-25.1675,30.42612,1461.2,978533.6
-25.11583,30.44667,1400.8,978541.36
-25.92528,30.44833,1663.0,978547.02
-25.87138,30.45168,1250.0,978633.34
-25.22833,30.45944,1441.5,978539.4
-25.29944,30.46111,1679.5,978515.87
-25.28722,30.46194,1273.0,978610.42
-25.98361,30.46693,1300.0,978597.64
-25.69778,30.47278,1973.0,978481.94
-25.60806,30.48111,1088.0,978651.26
-25.5089,30.48306,1860.4,978498.26
-25.41444,30.49306,1094.0,978645.43
-25.83083,30.4939,1224.0,978632.5
-25.61667,30.50166,1046.98,978654.89
-25.90668,30.50583,1893.5,978507.05
-25.98167,30.50667,1196.02,978615.5
-25.39999,30.51334,1032.65,978655.89
-25.61667,30.51833,1046.98,978654.89
-25.955,30.565,1109.46,978635.19
-25.39333,30.565,949.75,978673.08
-25.83667,30.56833,1140.86,978627.9
-25.35333,30.58833,1215.84,978617.3
-25.89833,30.61667,1020.46,978654.29
-25.96832,30.62833,991.81,978660.99
-25.58667,30.63333,925.67,978677.08
-25.34666,30.64667,938.47,978654.99
-25.95332,30.65334,1067.7,978646.69
-25.38333,30.7,834.84,978686.48
-25.49667,30.70168,839.41,978666.69
-25.84833,30.705,1115.56,978637.49
-25.44667,30.71333,782.72,978676.58
-25.34,30.72667,989.68,978629.8
-25.23,30.73334,1156.1,978581.61
-25.425,30.74167,757.12,978701.37
-25.59167,30.76666,1634.63,978533.72
-25.29167,30.76833,1062.52,978609.4
-25.85167,30.77,1547.76,978586.61
-25.19667,30.77167,1302.4,978553.22
-25.10834,30.77499,1057.95,978599.6
-25.82832,30.78168,1371.59,978609.4
-25.43832,30.78999,729.99,978684.48
-25.76334,30.82001,1435.59,978583.81
-25.82333,30.82333,1356.04,978612.7
-25.545,30.825,1165.24,978622.2
-25.35333,30.845,996.38,978626.1
-25.60001,30.86667,920.49,978674.18
-25.845,30.88333,937.56,978699.48
-25.63,30.88333,929.63,978675.58
-25.77333,30.90334,804.66,978712.87
-25.44501,30.91333,680.61,978693.58
-25.86501,30.95332,1631.27,978570.91
-25.78168,30.955,717.8,978738.56
-25.66667,30.96333,822.95,978710.27
-25.42833,30.965,649.22,978705.27
-25.58333,30.97333,981.45,978659.19
-25.47,30.985,659.58,978706.27
-25.47333,30.98833,687.32,978701.57
-25.84666,30.98833,1595.31,978570.61
-25.73666,30.99167,658.36,978748.66
-25.375,30.995,834.23,978668.78
-25.81332,30.99667,827.52,978722.07
-25.32832,31.02333,909.21,978655.09
-25.65334,31.02499,662.93,978748.46
-25.73666,31.045,671.47,978750.36
-25.78667,31.04668,822.04,978722.07
-25.30333,31.05,900.68,978657.09
-25.86166,31.06168,1498.38,978591.11
-25.23666,31.07668,769.31,978679.98
-25.67667,31.08167,587.04,978765.06
-25.47166,31.10167,526.08,978746.36
-25.19501,31.11,838.5,978668.69
-25.94167,31.12167,1353.3,978641.69
-25.03333,31.125,491.33,978737.66
-25.12833,31.13499,774.49,978683.58
-25.96194,31.14,1221.63,978681.0
-25.49333,31.16667,508.1,978759.26
-25.8989,31.16943,1246.92,978676.9
-25.68333,31.17332,538.88,978775.55
-25.53667,31.19167,874.77,978691.98
-25.155,31.20168,623.31,978719.47
-25.94305,31.20833,1203.95,978681.0
-25.99583,31.22139,911.34,978730.1
-25.10167,31.23167,693.72,978709.57
-25.96832,31.24667,999.73,978696.28
-25.65334,31.25,490.72,978788.75
-25.97221,31.25333,1018.02,978702.9
-25.16667,31.26833,591.31,978731.37
-25.85056,31.2739,799.48,978762.5
-25.60667,31.30667,405.68,978798.35
-25.98083,31.31277,890.31,978732.3
-25.53333,31.32832,361.49,978813.34
-25.81194,31.35028,473.65,978819.7
-25.91667,31.35667,817.16,978747.5
-25.215,31.35667,508.1,978756.16
-25.86806,31.41583,914.7,978725.2
-25.80917,31.41888,486.46,978810.6
-25.75667,31.42027,413.91,978833.7
-25.52,31.42168,316.38,978841.93
-25.24167,31.44333,412.69,978785.95
-25.90971,31.44667,759.86,978762.5
-25.81667,31.47139,394.71,978832.1
-25.95332,31.48666,1067.7,978646.79
-25.47333,31.50999,295.04,978842.43
-25.27,31.51167,392.88,978798.65
-25.92528,31.52972,354.17,978857.4
-25.82529,31.53278,497.12,978819.4
-25.99638,31.54333,366.98,978864.9
-25.48,31.54668,343.51,978848.73
-25.395,31.56,293.82,978835.34
-25.87556,31.58333,331.01,978859.3
-25.33167,31.58333,349.3,978818.44
-25.94057,31.6039,294.74,978880.8
-25.24834,31.62334,315.77,978829.24
-25.89111,31.67139,334.36,978878.5
-25.43668,31.67833,269.14,978857.63
-25.94444,31.7,269.75,978905.9
-25.43832,31.74333,273.4,978876.72
-25.93333,31.76111,259.38,978926.5
-25.93167,31.76167,266.09,978912.61
-25.2,31.77167,345.94,978836.94
-25.94943,31.78889,288.95,978932.9
-25.82001,31.82832,253.9,978936.11
-25.435,31.83501,208.79,978933.81
-25.72,31.84666,250.54,978930.31
-25.605,31.86166,213.66,978937.21
-25.99167,31.91943,426.72,978990.2
-25.55833,31.925,182.88,978987.69
-25.435,31.95332,144.17,979009.29
-25.45332,31.98,167.94,979003.49
-25.52834,31.99167,235.3,978998.39
-24.93304,25.55833,1122.8,978613.26
-24.70084,25.62334,1143.3,978586.77
-24.95555,25.64806,1080.2,978623.82
-24.75722,25.68388,1121.0,978598.56
-24.96527,25.72333,1069.8,978627.09
-24.80556,25.75362,1045.4,978619.32
-24.51334,25.76833,1008.0,978597.3
-24.92332,25.78806,1091.4,978620.5
-24.57166,25.83,1010.7,978604.9
-24.84776,25.8325,1024.1,978627.37
-24.76944,25.83694,1005.2,978625.31
-24.71638,25.87416,987.3,978618.57
-24.87,25.88277,1019.4,978627.74
-24.82045,25.8885,1030.0,978622.12
-24.87672,25.89275,1030.0,978625.48
-24.9456,25.89668,1052.0,978626.98
-24.47028,25.89999,972.2,978599.28
-24.76534,25.91248,1033.0,978620.55
-24.65639,25.93887,965.3,978615.06
-24.57083,25.96638,990.5,978608.8
-24.81004,25.9679,1113.0,978601.47
-24.96315,25.96918,1109.0,978619.97
-24.90378,25.98193,1091.0,978617.13
-24.76859,25.98773,1088.0,978605.35
-24.4375,25.99693,940.1,978594.04
-24.66943,26.00388,980.1,978611.18
-24.5025,26.01222,987.4,978601.31
-24.98393,26.03282,1079.0,978626.91
-24.86259,26.04388,1183.0,978595.4
-24.79846,26.04791,1143.0,978595.17
-24.90555,26.06926,1097.0,978615.87
-24.43777,26.07083,943.1,978595.31
-24.70593,26.09531,1058.0,978600.17
-24.96371,26.11316,1052.0,978631.63
-24.84631,26.12029,1155.0,978600.39
-24.77435,26.13515,1128.0,978600.37
-24.88786,26.16394,1049.0,978627.91
-24.40778,26.17084,940.7,978592.07
-24.99902,26.17685,1036.0,978643.51
-24.94221,26.18848,1021.0,978639.85
-24.8278,26.20174,1116.0,978609.59
-24.75363,26.2216,1079.0,978606.39
-24.94402,26.25381,1012.0,978661.65
-24.87354,26.25664,1024.0,978635.34
-24.42999,26.26222,941.1,978596.35
-24.70836,26.28539,1009.0,978608.18
-24.8105,26.28943,1076.0,978619.18
-24.51305,26.30527,979.8,978598.95
-24.655,26.31538,954.0,978618.36
-24.88277,26.3224,975.0,978644.62
-24.75951,26.32381,1137.0,978595.28
-24.59193,26.33833,956.6,978616.01
-24.99838,26.34192,1013.0,978651.3
-24.94687,26.34805,1000.0,978651.21
-24.8103,26.37485,1042.0,978617.86
-24.70676,26.38832,957.0,978626.9
-24.64658,26.38959,914.0,978627.65
-24.88544,26.40907,959.0,978636.86
-24.95209,26.41649,975.0,978639.69
-24.2925,26.42361,938.2,978601.84
-24.8362,26.44653,972.0,978626.62
