latitude,longitude,elevation,gravity
-26.703,30.5015,1449.3,978657.31
-26.63834,30.50833,1517.9,978660.91
-26.77333,30.50932,1435.6,978664.2
-26.845,30.52834,1404.81,978681.28
-26.645,30.53999,1390.48,978694.48
-26.75433,30.55367,1461.5,978664.68
-26.63918,30.56416,1318.2,978711.01
-26.21333,30.57668,1722.1,978539.72
-26.85834,30.57668,1412.43,978681.58
-26.20833,30.59167,1774.83,978528.12
-26.28,30.595,1534.96,978588.51
-26.733,30.60249,1353.3,978705.25
-26.87334,30.61166,1367.02,978695.08
-26.50999,30.61166,1586.16,978642.89
-26.63167,30.62,1307.58,978722.97
-26.17833,30.63167,1799.52,978520.83
-26.58333,30.63499,1284.72,978716.77
-26.42833,30.63667,1678.52,978580.41
-26.35667,30.63667,1672.12,978569.31
-26.88499,30.63834,1395.97,978693.28
-26.67,30.64,1234.73,978743.46
-26.67751,30.645,1213.1,978745.18
-26.631,30.65134,1232.9,978732.64
-26.72867,30.65401,1271.0,978731.58
-26.74834,30.67168,1235.95,978737.06
-26.89166,30.685,1361.83,978706.17
-26.17833,30.70168,1754.41,978532.92
-26.71049,30.70717,1357.9,978714.83
-26.815,30.71001,1242.66,978735.97
-26.03,30.71333,1009.18,978668.98
-26.60933,30.72166,1408.2,978663.67
-26.90833,30.73666,1367.02,978708.37
-26.10834,30.74001,1414.26,978596.71
-26.87,30.74333,1256.98,978726.87
-26.67368,30.74451,1402.1,978699.96
-26.5715,30.75333,1496.6,978649.1
-26.92667,30.76334,1345.37,978720.37
-26.53,30.77817,1478.3,978627.2
-26.14333,30.785,1607.81,978565.31
-26.96667,30.79167,1338.97,978721.17
-26.56612,30.84167,1423.1,978660.0
-26.93333,30.84666,1321.3,978739.96
-27.0,30.85667,1335.32,978726.97
-26.78333,30.8625,1296.61,978727.8
-26.67332,30.86917,1046.67,978753.1
-26.87167,30.88333,1298.74,978726.07
-26.16,30.89166,1685.53,978559.32
-26.61528,30.89917,1346.29,978684.1
-26.73639,30.91917,1006.44,978776.9
-26.54694,30.92084,1171.6,978698.18
-26.83778,30.92084,1239.91,978751.0
-26.33501,30.92833,1316.42,978668.1
-26.4789,30.93333,1363.97,978667.4
-26.18167,30.94,1600.19,978576.71
-26.40388,30.94556,1468.21,978645.3
-26.85611,30.95222,1275.27,978743.4
-26.85834,30.95667,1267.65,978731.17
-26.83528,30.96973,1310.93,978734.5
-26.84167,30.97,1304.53,978721.47
-26.285,30.97362,1416.09,978652.5
-26.89362,30.98418,1091.78,978790.5
-26.96918,30.98444,1219.49,978778.4
-26.765,30.98833,957.37,978786.75
-26.21333,30.98833,1432.55,978624.0
-26.58556,30.99083,1399.02,978674.5
-26.75917,30.99139,982.67,978795.1
-26.21584,31.00694,1381.04,978655.3
-26.48361,31.01334,1286.24,978693.7
-26.66806,31.01389,1156.4,978741.4
-26.76334,31.03751,902.2,978818.6
-26.32611,31.04279,1158.53,978708.7
-26.38638,31.05861,1071.06,978741.6
-26.82167,31.06889,1089.65,978792.0
-26.26582,31.07083,1466.99,978640.0
-26.19028,31.08028,1383.17,978659.5
-26.60194,31.08333,893.36,978793.1
-26.12029,31.08583,1339.89,978660.3
-26.50667,31.09361,1296.0,978713.4
-26.32861,31.12611,1268.26,978689.0
-26.24194,31.12639,1386.83,978657.4
-26.7,31.12971,866.23,978822.8
-26.14694,31.13779,1531.6,978615.2
-26.82472,31.14778,1146.34,978782.2
-26.64307,31.15527,1209.74,978742.8
-26.55611,31.16028,754.07,978827.6
-26.03667,31.16222,664.76,978778.0
-26.10306,31.16583,1039.05,978704.7
-26.54167,31.18167,754.07,978827.3
-26.35361,31.19444,1147.87,978726.4
-26.21973,31.20667,984.19,978742.1
-26.71918,31.23473,866.54,978822.3
-26.85834,31.23862,943.04,978823.8
-26.60249,31.25,728.77,978844.6
-26.35806,31.26556,1012.23,978758.1
-26.96529,31.26639,828.44,978865.5
-26.51167,31.26862,680.31,978844.5
-26.28027,31.27333,941.21,978760.8
-26.90195,31.2886,518.76,978916.9
-26.45917,31.29916,678.17,978837.0
-26.18777,31.31139,839.11,978765.6
-26.71249,31.31917,382.52,978923.5
-26.39027,31.33389,980.84,978776.1
-26.56389,31.33472,478.84,978893.1
-26.63583,31.33945,448.36,978905.2
-26.09694,31.34306,506.27,978823.1
-26.18668,31.34639,1018.63,978733.2
-26.69583,31.35918,345.94,978929.1
-26.94444,31.36166,1008.57,978827.8
-26.51138,31.37639,575.46,978876.2
-26.76279,31.37917,393.49,978928.5
-26.01778,31.38333,957.37,978730.1
-26.24361,31.38556,746.45,978806.3
-26.87056,31.38861,744.01,978874.8
-26.2,31.39166,875.38,978768.2
-26.44221,31.40417,799.18,978823.0
-26.34583,31.40556,731.82,978826.8
-26.29723,31.40862,593.13,978848.9
-26.12334,31.42667,450.79,978845.1
-26.61,31.42751,334.36,978929.6
-26.8186,31.43167,577.59,978901.4
-26.06667,31.45416,474.87,978841.7
-26.28583,31.46167,570.58,978856.3
-26.46333,31.47444,544.06,978883.0
-26.54056,31.47917,485.54,978900.2
-26.76807,31.48056,922.93,978821.1
-26.88139,31.48418,493.16,978922.7
-26.67,31.485,295.35,978943.5
-26.16972,31.48721,545.59,978842.8
-26.40056,31.52222,414.22,978904.5
-26.32722,31.53667,454.76,978892.2
-26.09917,31.53694,368.5,978874.6
-26.5089,31.54527,486.15,978901.5
-26.67583,31.56139,258.47,978949.3
-26.26028,31.58528,425.19,978890.3
-26.16888,31.58583,307.54,978898.4
-26.41667,31.58861,442.26,978905.6
-26.73167,31.59778,311.5,978942.3
-26.81277,31.59833,285.9,978964.0
-26.02779,31.61667,366.98,978877.6
-26.88472,31.61694,342.59,978959.8
-26.5536,31.61722,392.58,978922.8
-26.33972,31.63,403.55,978912.1
-26.68529,31.64194,205.13,978969.8
-26.61749,31.65167,359.97,978939.7
-27.0,31.65334,345.03,978965.8
-26.21417,31.65527,356.61,978907.2
-26.45917,31.65668,648.91,978782.0
-26.95084,31.67667,318.21,978976.9
-26.40611,31.67833,425.5,978917.1
-26.05139,31.69749,329.18,978905.1
-26.53999,31.69917,361.49,978943.1
-26.12694,31.70168,270.96,978922.6
-26.86917,31.70805,210.01,978992.2
-26.27417,31.71028,351.13,978928.5
-26.70583,31.72305,181.35,978996.4
-26.45139,31.76472,295.65,978959.7
-26.92889,31.76862,217.93,979012.4
-26.56389,31.77472,285.59,978979.9
-26.33057,31.77556,306.63,978949.9
-26.22028,31.78111,254.2,978958.7
-26.15417,31.78612,262.74,978952.0
-26.6375,31.79694,243.53,978999.2
-26.71832,31.79944,227.68,979011.8
-26.05611,31.80194,250.54,978950.4
-26.28583,31.82056,298.7,978963.2
-26.53444,31.83139,262.74,979004.0
-26.4314,31.83278,304.19,978981.2
-26.93889,31.83778,294.74,979050.4
-26.52444,31.84167,288.34,979003.1
-26.75166,31.85083,188.67,979043.6
-26.37193,31.86417,313.64,978985.8
-26.685,31.87889,245.06,979039.5
-26.61333,31.87944,288.95,979028.5
-26.05583,31.88806,291.08,978990.8
-26.87721,31.90222,143.86,979110.3
-26.21167,31.91556,256.94,979024.2
-26.56778,31.92361,267.31,979066.6
-26.81612,31.92917,119.48,979119.1
-26.12778,31.93668,197.51,979043.9
-26.71083,31.94083,128.93,979104.2
-26.41861,31.94556,639.16,978958.1
-26.93388,31.95277,156.67,979130.8
-26.63943,31.95528,154.23,979097.7
-26.49417,31.96777,726.94,978956.4
-26.85278,31.96918,96.01,979135.9
-26.34,31.97083,653.18,978952.6
-26.05194,31.97694,310.89,979023.8
-26.78639,31.98418,94.18,979131.6
-26.2375,31.98444,206.96,979063.0
-25.60361,25.00806,1196.7,978653.73
-25.71861,25.015,1141.2,978676.65
-25.76334,25.02167,1162.19,978673.48
-25.57027,25.07722,1193.2,978667.53
-25.74055,25.10834,1129.7,978690.25
-25.77,25.11667,1160.97,978691.08
-25.65416,25.14362,1165.8,978680.34
-25.41888,25.17387,1208.9,978639.88
-25.57166,25.17471,1191.8,978658.89
-25.78833,25.21333,1178.04,978671.08
-25.56776,25.22638,1200.7,978658.12
-25.47333,25.26666,1230.2,978632.76
-25.56915,25.27722,1209.2,978637.25
-25.38777,25.28166,1248.2,978632.95
-25.79167,25.35167,1214.01,978640.69
-25.50722,25.39055,1237.5,978632.93
-25.56055,25.40277,1256.1,978632.3
-25.97,25.41833,1231.69,978646.39
-25.29639,25.44083,1249.3,978621.78
-25.61111,25.48582,1288.5,978627.39
-25.14082,25.50027,1190.7,978625.1
-25.47694,25.50833,1280.3,978622.27
-25.90668,25.515,1281.67,978645.59
-25.80833,25.51666,1245.4,978639.89
-25.31444,25.52306,1283.8,978613.81
-25.66667,25.56833,1286.55,978634.0
-25.56776,25.56888,1321.6,978616.13
-25.20944,25.57304,1229.7,978619.3
-25.63889,25.575,1268.5,978635.46
-25.64833,25.57797,1268.0,978634.84
-25.43668,25.58667,1346.59,978604.6
-25.44527,25.605,1334.4,978604.1
-25.2711,25.61111,1282.5,978608.83
-25.34888,25.62888,1322.6,978603.8
-25.62315,25.63055,1286.0,978629.13
-25.86166,25.645,1278.32,978644.69
-25.86166,25.64833,1277.4,978644.19
-25.57677,25.65901,1329.0,978609.42
-25.47845,25.67242,1397.0,978592.65
-25.2086,25.67612,1199.6,978620.67
-25.08,25.68832,1214.31,978622.7
-25.53166,25.6931,1372.0,978596.99
-25.6234,25.69316,1320.0,978613.26
-25.38113,25.70534,1387.0,978588.72
-25.10944,25.70805,1123.8,978631.61
-25.27388,25.71416,1226.2,978618.78
-25.27364,25.71893,1234.0,978617.75
-25.32935,25.72313,1311.0,978604.07
-25.49008,25.73212,1417.0,978587.42
-25.89667,25.73833,1363.36,978620.6
-25.42776,25.7401,1402.0,978590.72
-25.02306,25.74554,1109.2,978625.35
-25.62061,25.7489,1347.0,978610.05
-25.56682,25.7541,1411.0,978586.48
-25.36252,25.77211,1280.0,978614.18
-25.46887,25.78513,1417.0,978586.44
-25.27399,25.78767,1189.0,978630.93
-25.91667,25.80167,1417.31,978602.8
-25.40683,25.8063,1326.0,978605.32
-25.21997,25.80927,1143.0,978639.54
-25.57497,25.8127,1433.0,978580.42
-25.34872,25.82422,1234.0,978621.48
-25.52028,25.82991,1433.0,978581.18
-25.4706,25.8394,1445.0,978579.15
-25.79167,25.85333,1406.64,978609.9
-25.1768,25.85512,1088.0,978646.77
-25.28752,25.85797,1158.0,978637.48
-25.99834,25.87,1465.77,978596.3
-25.56532,25.873,1428.0,978584.53
-25.43463,25.87379,1250.0,978616.72
-25.33792,25.88255,1173.0,978633.73
-25.86667,25.88834,1429.5,978601.1
-25.76666,25.88834,1428.89,978602.5
-25.38927,25.89767,1204.0,978626.11
-25.2477,25.9006,1128.0,978641.81
-25.0936,25.90636,1097.0,978636.84
-25.15553,25.90732,1097.0,978646.93
-25.02402,25.92447,1082.0,978629.88
-25.54706,25.93225,1417.0,978587.11
-25.49316,25.93233,1298.0,978603.56
-25.34818,25.93468,1189.0,978628.0
-25.73833,25.94333,1429.5,978598.1
-25.20912,25.94821,1158.0,978635.03
-25.74834,25.97166,1429.8,978600.2
-25.09612,25.97305,1131.0,978632.22
-25.13942,25.98836,1173.0,978624.95
-25.04031,25.99268,1113.0,978627.21
-25.55179,25.99597,1295.0,978606.76
-25.36491,25.99673,1183.0,978624.64
-25.4538,25.99773,1250.0,978611.66
-25.28413,25.99831,1128.0,978637.14
-25.77667,26.00333,1444.74,978598.1
-25.87334,26.01167,1467.29,978594.31
-25.60333,26.01833,1339.89,978600.6
-25.53333,26.02499,1267.04,978613.2
-25.72333,26.02499,1422.18,978598.91
-25.79668,26.02667,1448.7,978595.61
-25.58109,26.03156,1280.0,978608.17
-25.61667,26.03667,1306.36,978607.4
-25.97424,26.03841,1497.06,978587.13
-25.63544,26.0414,1295.0,978611.53
-25.67332,26.045,1311.54,978612.4
-25.815,26.04668,1474.91,978590.61
-25.84332,26.04832,1501.74,978585.31
-25.86166,26.04832,1509.97,978583.51
-25.05238,26.0538,1128.0,978625.48
-25.57167,26.05499,1253.94,978613.2
-25.90833,26.05667,1493.81,978586.51
-25.80167,26.05667,1479.18,978589.61
-25.37971,26.05968,1219.0,978614.29
-25.09509,26.0598,1111.0,978634.58
-25.53929,26.06093,1219.0,978616.24
-25.1452,26.06416,1119.0,978637.38
-25.20146,26.06442,1067.0,978649.71
-25.78667,26.065,1484.36,978586.61
-25.26234,26.06572,1113.0,978637.38
-25.82668,26.06667,1468.21,978590.01
-25.32382,26.06761,1204.0,978615.25
-25.76833,26.075,1501.13,978583.31
-25.93333,26.075,1491.37,978586.71
-25.47807,26.07863,1231.0,978615.49
-25.43185,26.08479,1231.0,978616.16
-25.965,26.09,1501.43,978583.81
-25.54167,26.09167,1199.68,978627.1
-25.54668,26.09332,1203.34,978620.5
-25.58319,26.09474,1021.0,978658.39
-25.65799,26.09976,1292.0,978617.19
-25.01753,26.11166,1073.0,978632.91
-25.60667,26.11501,1264.91,978616.1
-25.14999,26.1232,1082.0,978653.19
-25.95586,26.1284,1501.7,978581.77
-25.07153,26.14043,1072.0,978650.33
-25.47041,26.14226,1180.0,978620.09
-25.69655,26.14339,1341.0,978608.07
-25.52856,26.1469,1167.0,978623.42
-25.32214,26.15044,1155.0,978622.37
-25.20451,26.15073,1036.0,978661.63
-25.52167,26.16333,1161.28,978625.3
-25.26511,26.17227,1097.0,978636.82
-25.64615,26.1732,1387.0,978595.37
-25.39034,26.17542,1201.0,978618.67
-25.1377,26.18562,1039.0,978670.9
-25.69833,26.19333,1380.12,978596.3
-25.33643,26.20403,1158.0,978623.08
-25.0434,26.20865,1067.0,978641.67
-25.55067,26.20905,1195.0,978618.86
-25.6033,26.21906,1311.0,978602.52
-25.18912,26.22153,1042.0,978662.68
-25.70857,26.22578,1417.0,978584.25
-25.56332,26.23,1185.36,978623.7
-25.49361,26.24419,1100.0,978628.86
-25.27563,26.24623,1076.0,978638.19
-25.07541,26.24738,1052.0,978664.24
-25.01115,26.24744,1049.0,978660.49
-25.42892,26.24805,1119.0,978624.4
-25.13097,26.25848,1003.0,978677.72
-25.35533,26.27257,1113.0,978627.75
-25.19019,26.28961,1052.0,978651.58
-25.755,26.29333,1492.9,978562.51
-25.30821,26.2989,1068.0,978635.83
-25.59177,26.30128,1180.0,978622.49
-25.58833,26.31,1195.11,978620.8
-25.47221,26.31038,1106.0,978626.69
-25.53426,26.31236,1106.0,978630.63
-25.07867,26.31277,1015.0,978665.34
-25.26994,26.31721,1049.0,978640.81
-25.12759,26.33054,983.0,978664.23
-25.37791,26.3479,1049.0,978634.92
-25.19774,26.34792,1021.0,978650.41
-25.48254,26.35287,1076.0,978635.32
-25.77333,26.35667,1546.85,978554.32
-25.28667,26.37575,1024.0,978642.69
-25.78168,26.37833,1499.6,978567.21
-25.07001,26.3819,981.0,978657.94
-25.515,26.39,1084.77,978641.39
-25.42825,26.40106,1045.0,978639.63
-25.18967,26.40382,997.0,978653.67
-25.33792,26.40924,1024.0,978641.26
-25.52846,26.41008,1076.0,978642.33
-25.00575,26.41084,969.0,978647.67
-25.1384,26.41325,997.0,978660.62
-25.58946,26.4147,1090.0,978640.65
-25.59666,26.41667,1106.41,978638.69
-25.80833,26.43333,1426.45,978587.11
-25.06824,26.43808,978.0,978653.91
-25.45927,26.44507,1082.0,978637.61
-25.37213,26.44675,1058.0,978638.95
-25.27438,26.45589,1018.0,978644.82
-25.21686,26.46687,998.0,978651.86
-25.815,26.47166,1507.83,978574.41
-25.62334,26.47833,1183.83,978616.0
-25.02078,26.48573,991.0,978638.77
-25.11467,26.49448,1000.0,978649.39
-25.42709,26.50162,1088.0,978635.98
-25.36723,26.51143,1058.0,978640.81
-25.0679,26.51624,1009.0,978639.58
-25.48053,26.51804,1149.0,978625.8
-25.29712,26.52299,1024.0,978644.92
-25.84332,26.52499,1544.71,978575.41
-25.17191,26.53464,1024.0,978644.23
-25.00459,26.54066,1021.0,978626.95
-25.65334,26.54333,1248.14,978616.5
-25.09102,26.57881,1024.0,978636.53
-25.34309,26.58333,1065.0,978637.75
-25.14629,26.58377,1036.0,978642.29
-25.92168,26.59666,1544.41,978586.71
-25.44348,26.59755,1094.0,978633.84
-25.39253,26.60059,1088.0,978634.87
-25.49702,26.60262,1195.0,978616.0
-25.20958,26.60287,1052.0,978640.43
-25.77499,26.605,1466.99,978584.11
-25.99333,26.60667,1516.37,978599.21
-25.66167,26.61333,1271.61,978612.5
-25.84,26.61333,1513.93,978585.91
-25.29869,26.62206,1070.0,978634.97
-25.68167,26.62833,1309.1,978605.3
-25.06181,26.63942,1055.0,978624.81
-25.34543,26.64386,1082.0,978634.86
-25.10564,26.64494,1065.0,978629.97
-25.24684,26.67622,1111.0,978631.6
-25.48404,26.68228,1161.0,978624.99
-25.19154,26.68573,1091.0,978633.7
-25.64667,26.68668,1249.36,978609.8
-25.02113,26.70055,1041.0,978614.66
-25.43294,26.7112,1164.0,978623.33
-25.96167,26.71667,1594.39,978583.81
-25.0946,26.71669,1091.0,978618.89
-25.37759,26.71944,1140.0,978627.39
-25.32137,26.73466,1152.0,978625.01
-25.15154,26.73488,1167.0,978612.77
-25.60001,26.74001,1252.72,978606.1
-25.23509,26.74429,1155.0,978624.32
-25.46964,26.75629,1128.0,978629.98
-25.41209,26.7823,1119.0,978633.03
-25.645,26.78333,1353.6,978587.91
-25.03294,26.78505,1097.0,978604.95
-25.79832,26.78999,1562.39,978573.01
-25.5,26.79832,1132.63,978627.8
-25.17828,26.80493,1158.0,978616.29
-25.27303,26.80695,1204.0,978613.82
-25.22951,26.80956,1158.0,978620.54
-25.12419,26.81621,1128.0,978618.55
-25.94167,26.82167,1543.49,978586.51
-25.31319,26.82217,1173.0,978623.31
-25.37294,26.82452,1109.0,978635.97
-25.47649,26.83186,1100.0,978635.27
-25.07967,26.85287,1097.0,978613.78
-25.42999,26.8624,1097.0,978640.41
-25.38133,26.89618,1097.0,978644.92
-25.87,26.89999,1588.6,978572.31
-25.47218,26.9016,1094.0,978640.55
-25.63333,26.92,1270.7,978609.4
-25.36005,26.94135,1158.0,978636.32
-25.10703,26.9418,1052.0,978635.02
-25.15897,26.9496,1067.0,978637.56
-25.05247,26.97192,1042.0,978626.92
-25.815,26.97667,1436.81,978603.1
-25.46262,26.98547,1061.0,978649.67
-25.3987,26.99461,1128.0,978638.22
-25.33276,26.99623,1097.0,978634.24
-25.10568,26.99922,1082.0,978637.82
-25.28667,27.01167,1163.72,978616.4
-25.78833,27.02667,1402.07,978608.3
-25.63834,27.02834,1110.68,978647.69
-25.26334,27.04167,1185.97,978613.7
-25.07167,27.04167,1045.15,978641.39
-25.95332,27.04668,1543.19,978577.41
-25.32167,27.06168,1153.35,978623.4
-25.355,27.06332,1077.46,978650.89
-25.88834,27.07001,1540.75,978578.51
-25.75,27.07333,1228.64,978640.09
-25.42168,27.07832,1064.66,978659.49
-25.28999,27.095,1226.81,978608.6
-25.13333,27.10001,1106.41,978636.39
-25.685,27.10001,1175.3,978645.39
-25.49333,27.105,1145.43,978645.89
-25.27333,27.10667,1157.01,978619.9
-25.245,27.10834,1140.86,978619.9
-25.24834,27.11166,1133.54,978623.8
-25.22,27.11833,1177.13,978613.3
-25.64,27.13,1269.18,978622.6
-25.18668,27.14333,1128.05,978629.0
-25.57832,27.14667,1177.74,978638.19
-25.24834,27.15334,1134.15,978635.49
-25.855,27.16333,1317.33,978618.5
-25.15668,27.175,1081.72,978652.99
-25.63,27.18167,1243.57,978631.89
-25.25,27.18668,1140.55,978641.09
-25.63667,27.19833,1219.19,978637.89
-25.25833,27.21167,1088.43,978667.89
-25.27499,27.235,1074.41,978673.78
-25.795,27.23833,1214.01,978645.69
-25.13667,27.24167,1128.36,978661.19
-25.09167,27.245,1089.95,978674.28
-25.05,27.245,1061.61,978676.18
-25.78667,27.24667,1229.86,978642.49
-25.67667,27.24834,1174.08,978657.79
-25.00833,27.25,1037.53,978673.78
-25.21667,27.25,1131.1,978662.69
-25.17332,27.25999,1160.97,978657.39
-25.63333,27.26666,1113.42,978684.38
-25.26833,27.26666,1099.1,978670.38
-25.73334,27.27167,1192.67,978656.09
-25.77,27.27333,1193.59,978651.19
-25.37334,27.27667,1057.95,978681.78
-25.30833,27.27834,1046.67,978682.38
-25.33333,27.27834,1002.48,978692.88
-25.70168,27.28168,1149.39,978679.48
-25.60333,27.285,1103.98,978686.28
-25.40833,27.28999,1110.68,978680.38
-25.86166,27.3,1254.24,978636.39
-25.27333,27.30333,1045.45,978683.98
-25.45168,27.30667,1106.41,978687.58
-25.56,27.30833,1091.48,978690.28
-25.52667,27.31,1097.27,978685.08
-25.22833,27.315,1100.01,978670.28
-25.73833,27.31667,1152.74,978677.08
-25.86166,27.31667,1304.23,978628.6
-25.49001,27.32167,1074.41,978690.88
-25.44833,27.35167,1139.33,978680.08
-25.19167,27.35667,1142.38,978651.09
-25.53999,27.36166,1059.47,978700.38
-25.05,27.37,1107.63,978643.29
-25.42833,27.37666,1110.38,978675.68
-25.51833,27.38499,1050.64,978703.18
-25.395,27.38667,1083.86,978677.28
-25.13834,27.38834,1075.32,978661.59
-25.36667,27.39333,1053.38,978684.58
-25.92833,27.395,1485.89,978594.71
-25.96001,27.39999,1545.02,978579.21
-25.33,27.39999,983.58,978704.18
-25.755,27.40334,1239.0,978651.29
-25.27167,27.40334,1049.42,978682.88
-25.895,27.40334,1464.86,978602.5
-25.22,27.405,1084.16,978667.98
-25.11333,27.405,1060.08,978660.59
-25.16333,27.40833,1110.07,978652.29
-25.175,27.40833,1098.49,978655.49
-25.14,27.41,1053.68,978665.89
-25.81667,27.41499,1320.38,978630.9
-25.10167,27.41499,1080.51,978653.79
-25.47501,27.41667,1042.1,978700.88
-25.98334,27.41833,1595.31,978565.91
-25.505,27.42,1049.42,978708.07
-25.42667,27.425,1107.02,978686.28
-25.075,27.42667,1084.77,978640.09
-25.83667,27.43167,1336.23,978628.6
-25.57167,27.43167,1097.88,978694.78
-25.99001,27.43333,1587.99,978567.41
-25.80667,27.44167,1336.84,978627.1
-25.04668,27.44167,1052.16,978638.49
-25.86667,27.44667,1710.22,978555.42
-25.91333,27.45,1437.42,978607.7
-25.00833,27.45168,1022.59,978639.49
-25.61833,27.45332,1118.0,978687.58
-25.65334,27.46667,1129.88,978684.28
-25.03999,27.47166,1014.97,978645.79
-25.48666,27.48,1025.03,978713.67
-25.27081,27.48167,1017.1,978679.5
-25.45168,27.485,1036.92,978688.18
-25.284,27.48517,988.0,978691.0
-25.78667,27.48666,1267.96,978640.09
-25.75667,27.48833,1219.19,978658.19
-25.72166,27.48833,1189.93,978669.78
-25.29333,27.49001,977.48,978698.68
-25.68668,27.49333,1164.33,978675.48
-25.30499,27.50166,990.29,978700.38
-25.05499,27.50333,966.21,978663.99
-25.2513,27.50471,1009.9,978669.81
-25.04437,27.50685,947.78,978667.08
-25.02667,27.50833,962.24,978656.89
-25.31,27.515,1004.92,978698.18
-25.94833,27.51833,1339.58,978617.0
-25.05833,27.52167,951.27,978665.59
-25.22603,27.52844,977.3,978668.44
-25.09167,27.53,951.88,978671.78
-25.42999,27.53,1081.72,978677.68
-25.00841,27.53127,942.73,978656.16
-25.315,27.53168,1002.17,978686.58
-25.325,27.54167,988.46,978685.78
-25.99834,27.545,1433.46,978599.8
-25.2076,27.54646,959.5,978674.44
-25.75833,27.55667,1205.47,978654.49
-25.36667,27.55667,997.91,978689.48
-25.13499,27.57001,968.65,978665.99
-25.2014,27.57091,968.3,978663.75
-25.40334,27.57167,1013.45,978689.08
-25.20332,27.575,973.83,978665.39
-25.25,27.57832,973.83,978666.69
-25.28333,27.58501,993.03,978665.69
-25.37833,27.59,1024.12,978678.58
-25.31833,27.59167,983.58,978669.88
-25.155,27.59666,965.29,978662.59
-25.89667,27.59833,1274.36,978636.09
-25.75166,27.60001,1225.28,978646.49
-25.15079,27.61604,971.5,978663.56
-25.18832,27.61833,986.32,978656.59
-25.125,27.62334,952.8,978669.48
-25.42,27.63,1024.42,978686.28
-25.21001,27.63333,999.43,978654.99
-25.10156,27.63855,959.6,978658.69
-25.74001,27.64166,1243.57,978643.79
-25.08333,27.64166,985.71,978647.79
-25.00667,27.645,1034.48,978630.0
-25.24667,27.65167,1032.35,978655.69
-25.04604,27.65331,1065.8,978623.63
-25.03999,27.65833,1096.66,978616.9
-25.29668,27.67168,1108.55,978642.09
-25.67,27.67168,1128.97,978678.98
-25.85333,27.675,1260.34,978629.5
-25.46167,27.675,1029.6,978688.78
-25.36333,27.67667,1078.07,978663.79
-25.70168,27.67999,1167.68,978670.98
-25.62833,27.68333,1097.27,978682.88
-25.73167,27.69,1235.65,978647.59
-25.49667,27.69333,1040.58,978684.18
-25.55667,27.69833,1046.98,978692.78
-25.58667,27.7,1075.32,978683.28
-25.55667,27.72,1065.57,978678.48
-25.39999,27.72501,1174.99,978646.09
-25.71667,27.75166,1206.39,978643.29
-25.60834,27.755,1084.47,978684.58
-25.48666,27.76334,1101.84,978673.38
-25.79167,27.76666,1196.94,978636.99
-25.57167,27.77,1086.6,978681.48
-25.52834,27.77167,1147.87,978663.19
-25.44501,27.77167,1187.18,978651.59
-25.52167,27.77499,1134.76,978672.18
-25.40833,27.78168,1154.27,978649.49
-25.31332,27.785,1022.59,978656.89
-25.63,27.785,1118.61,978674.18
-25.38667,27.78667,1112.2,978650.79
-25.34666,27.79668,1061.3,978649.59
-25.39,27.80333,1078.98,978653.79
-25.71832,27.81833,1179.56,978642.99
-25.65668,27.81833,1115.56,978671.88
-25.73666,27.82167,1219.49,978633.89
-25.32668,27.82668,1015.58,978661.19
-25.63333,27.84,1163.11,978666.69
-25.675,27.85834,1167.37,978655.59
-25.07001,27.875,1050.94,978614.7
-25.72333,27.87666,1219.8,978635.89
-25.61,27.895,1197.24,978661.29
-25.69667,27.89667,1280.15,978618.5
-25.73666,27.90167,1183.22,978641.79
-25.70667,27.905,1245.4,978632.8
-25.99667,27.925,1456.02,978568.91
-25.76334,27.92667,1267.35,978621.7
-25.095,27.94501,1028.39,978619.0
-25.625,27.94667,1218.88,978648.29
-25.77667,27.95168,1252.72,978621.0
-25.25667,27.95667,1049.72,978632.69
-25.95168,27.96167,1313.98,978598.3
-25.2,27.96832,1036.92,978623.9
-25.72166,27.97333,1230.16,978634.5
-25.61833,27.985,1254.55,978645.29
-25.7924,28.01054,1336.97,978601.13
-25.44666,28.0134,1151.0,978649.75
-25.62148,28.01669,1250.7,978646.12
-25.11163,28.017,1042.4,978616.62
-25.96861,28.01765,1417.0,978579.81
-25.17815,28.01794,1020.0,978626.5
-25.73595,28.01817,1278.3,978621.12
-25.84744,28.01831,1426.5,978579.31
-25.49609,28.0186,1135.3,978664.06
-25.564,28.01889,1187.1,978676.5
-25.33852,28.02492,1047.0,978657.31
-25.27504,28.02592,1043.2,978632.12
-25.89709,28.02631,1460.1,978572.63
-25.38683,28.02849,1087.8,978657.5
-25.06398,28.03194,1075.5,978607.63
-25.67747,28.03381,1420.5,978602.13
-25.01344,28.05846,1102.0,978598.81
-25.217,28.06245,1026.0,978628.62
-25.15717,28.06493,1035.0,978621.44
-25.43642,28.06828,1151.5,978646.56
-25.71844,28.07149,1298.2,978625.06
-25.93915,28.07428,1518.1,978562.38
-25.49483,28.0752,1210.5,978644.37
-25.62404,28.07581,1274.5,978647.5
-25.98093,28.07639,1504.3,978564.0
-25.33347,28.08134,1062.0,978646.0
-25.26662,28.08145,1056.7,978630.81
-25.05736,28.0816,1104.6,978602.75
-25.78613,28.08311,1508.9,978574.19
-25.11095,28.08688,1067.5,978613.75
-25.56059,28.08984,1293.0,978650.37
-25.39063,28.0918,1090.1,978652.0
-25.81029,28.09567,1419.05,978588.88
-25.67126,28.10059,1317.0,978625.94
